prodi,jeniskelamin,propinsikabupaten,tahundaftar,jumlah
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Kebumen ",2017,19
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Muna ",2017,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kota Prabumulih ",2017,3
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Jawa Barat ;Kab. Indramayu ",2017,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Pusat ",2017,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sumatera Barat ;Kota Bukittinggi ",2017,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Lampung ;Kab. Tulang Bawang ",2017,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Jawa Tengah ;Kab. Banjarnegara ",2017,4
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Papua ;Kab. Jayapura ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Lampung ;Kab. Pasawaran ",2017,3
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Papua Barat ;Kota Sorong ",2017,5
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Lumajang ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Lampung ;Kab. Lampung Utara ",2017,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Maluku Utara ;Kota Tidore Kepulauan ",2017,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Sleman ",2017,60
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Selatan ;Kab. Tanah Bumbu ",2017,3
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Tengah ;Kab. Rembang ",2017,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung ",2017,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Kutai Kartanegara ",2017,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Bengkulu ;Kab. Kaur ",2017,1
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jawa Tengah ;Kab. Jepara ",2017,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa Barat ",2017,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2017,3
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Gorontalo ;Kab. Bone Bolango ",2017,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Pekalongan ",2017,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Berau ",2017,18
"Aanvullen - FIKes - Fisioterapi S1",Laki-laki,"Prop. Riau ;Kota Pekanbaru ",2017,30
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kota Magelang ",2017,8
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Berau ",2017,4
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kab. Bekasi ",2017,6
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. D.I. Yogyakarta ;Kota Yogyakarta ",2017,45
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Timur ;Kota Surabaya ",2017,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Barat ;Kab. Tasikmalaya ",2017,4
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jambi ;Kab. Merangin ",2017,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Tengah ;Kab. Semarang ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Timur ;Kab. Lamongan ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Tengah ;Kab. Magelang ",2017,8
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Kebumen ",2017,15
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Kepulauan Riau ;Kab. Karimun ",2017,2
"Aanvullen - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Blora ",2017,1
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bekasi ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Riau ;Kab. Rokan Hulu ",2017,2
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2017,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Sragen ",2017,3
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Buol ",2017,2
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Pati ",2017,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Bengkulu ;Kab. Seluma ",2017,3
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Gorontalo ;Kota Gorontalo ",2017,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Aceh ;Kota Banda Aceh ",2017,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Barat ;Kota Depok ",2017,1
"Aanvullen - FIKes - Kebidanan D3",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2017,12
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Kolaka ",2017,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Dompu ",2017,19
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jambi ;Kab. Merangin ",2017,3
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Kepulauan Anambas ",2017,2
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Sumatera Utara ;Kota Medan ",2017,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Riau ;Kota Pekanbaru ",2017,7
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Kalimantan Barat ;Kab. Sekadau ",2017,3
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Temanggung ",2017,13
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Jawa Timur ;Kab. Situbondo ",2017,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Papua ;Kab. Jayapura ",2017,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Timur ;Kota Balikpapan ",2017,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2017,8
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Maluku ;Kab. Seram Bagian Timur ",2017,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Kuburaya ",2017,3
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Klaten ",2017,5
"Aanvullen - FIKes - Fisioterapi S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Selatan ",2017,3
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Bengkulu ;Kab. Bengkulu Utara ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2017,5
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Grobogan ",2017,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Selatan ;Kab. Sinjai ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Maluku Utara ;Kota Ternate ",2017,4
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Tengah ;Kab. Wonogiri ",2017,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sulawesi Tengah ;Kota Palu ",2017,4
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Sumba Barat ",2017,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Sleman ",2017,16
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Barat ;Kota Sukabumi ",2017,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pekalongan ",2017,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Tengah ;Kab. Temanggung ",2017,7
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Jawa Tengah ;Kota Magelang ",2017,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sulawesi Selatan ;Kab. Enrekang ",2017,3
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Maluku ;Kota Ambon ",2017,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Lampung ;Kab. Way Kanan ",2017,5
"Reguler - FIKes - Kebidanan S2",Perempuan,"Tidak Ada;Tidak Ada",2017,3
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Maluku ;Kab. Seram Bagian Timur ",2017,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Sragen ",2017,3
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Bima ",2017,4
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Barat ",2017,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Bengkulu ;Kab. Bengkulu Selatan ",2017,6
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Papua ;Kab. Keerom ",2017,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Padang Pariaman ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Sleman ",2017,33
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Selatan ;Kab. Hulu Sungai Utara ",2017,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Tengah ;Kota Surakarta ",2017,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kab. Madiun ",2017,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Lampung ;Kab. Mesuji ",2017,4
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Musi Banyu Asin ",2017,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Barat ;Kab. Purwakarta ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Barat ;Kab. Karawang ",2017,3
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Bantul ",2017,47
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jambi ;Kab. Batang Hari ",2017,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2017,8
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Banten ;Kota tangerang Selatan ",2017,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Tengah ;Kota Magelang ",2017,2
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Seruyan ",2017,4
"Aanvullen - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Semarang ",2017,5
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2017,9
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Semarang ",2017,2
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Jawa Timur ;Kab. Ngawi ",2017,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Banten ;Kota Serang ",2017,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Utara ;Kota Manado ",2017,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kab. Ciamis ",2017,3
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Banten ;Kab. Pandeglang ",2017,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Banten ;Kab. Pandeglang ",2017,3
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Kepulauan Riau ;Kab. Karimun ",2017,2
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Timur ;Kab. Nganjuk ",2017,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Jawa Timur ;Kab. Magetan ",2017,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2017,7
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2017,3
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Barat ;Kota Bogor ",2017,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Barat ;Kota Tasikmalaya ",2017,2
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2017,4
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2017,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Papua ;Kota Jayapura ",2017,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Kepulauan Riau ;Kab. Kepulauan Anambas ",2017,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Timur ;Kab. Jombang ",2017,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sumatera Barat ;Kab. Sawahlunto/ Sijunjung ",2017,3
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Poso ",2017,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Tengah ;Kota Palangka Raya ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Tengah ;Kab. Tojo Una-Una ",2017,3
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jambi ;Kab. Bungo ",2017,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tengah ;Kota Palu ",2017,14
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Tengah ;Kab. Banyumas ",2017,31
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Lampung ;Kab. Tulang Bawang Barat ",2017,1
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Maluku ;Kab. Maluku Tenggara ",2017,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Dompu ",2017,8
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Buol ",2017,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Riau ;Kab. Kampar ",2017,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Banten ;Kab. Serang ",2017,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Riau ;Kab. Rokan Hilir ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Maluku Utara ;Kota Ternate ",2017,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Timur ;Kota Tarakan ",2017,3
"Reguler - FIKes - Pendidikan Profesi Ners",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka Selatan ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Lampung ;Kab. Pringsewu ",2017,7
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Lampung ;Kota Bandar Lampung ",2017,9
"Reguler - FST - Bioteknologi S1",Perempuan,"Tidak Ada;Tidak Ada",2017,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Tidak Ada;Tidak Ada",2017,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Sulawesi Selatan ;Kab. Luwu ",2017,1
"Aanvullen - FIKes - Fisioterapi S1",Perempuan,"Prop. Aceh ;Kota Banda Aceh ",2017,7
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Jawa Tengah ;Kab. Klaten ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Utara ",2017,4
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Riau ;Kab. Indragiri Hilir ",2017,4
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Bali ;Kab. Badung ",2017,6
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Papua ;Kab. Merauke ",2017,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Tengah ;Kab. Marowali ",2017,5
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Karimun ",2017,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Gresik ",2017,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Banten ;Kota Cilegon ",2017,3
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Timur ",2017,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Buton ",2017,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Jambi ;Kab. Muaro Jambi ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Bengkulu ;Kab. Bengkulu Selatan ",2017,6
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Banten ;Kab. Lebak ",2017,6
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2017,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Lampung ;Kab. Tulang Bawang Barat ",2017,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2017,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jambi ;Kab. Tebo ",2017,2
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Gunung Kidul ",2017,8
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2017,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka Tengah ",2017,6
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Bima ",2017,7
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Lampung ;Kab. Mesuji ",2017,2
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Banten ;Kota Cilegon ",2017,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kepulauan Riau ;Kota Batam ",2017,3
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Timur ;Kab. Sidoarjo ",2017,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Utara ;Kab. Mandailing Natal ",2017,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Barat ;Kota Padang Panjang ",2017,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Barat ;Kab. Sambas ",2017,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Bengkulu ;Kab. Kepahiang ",2017,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Jawa Tengah ;Kab. Rembang ",2017,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2017,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Dompu ",2017,4
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Banten ;Kota Cilegon ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Papua Barat ;Kab. Sorong ",2017,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Barat ;Kab. Indramayu ",2017,5
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kalimantan Selatan ;Kab. Tanah Laut ",2017,3
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Klaten ",2017,6
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Purworejo ",2017,12
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Buton ",2017,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2017,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Kudus ",2017,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Riau ;Kab. Kuantan Singingi ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2017,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2017,13
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2017,11
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tengah ;Kab. Banggai ",2017,4
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Tengah ;Kab. Wonogiri ",2017,6
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Aceh ;Kab. Bireuen ",2017,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sumatera Utara ;Kota Binjai ",2017,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Riau ;Kota Pekanbaru ",2017,3
"Aanvullen - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jambi ;Kota Jambi ",2017,8
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Maluku Utara ;Kota Ternate ",2017,8
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2017,4
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Banjarnegara ",2017,6
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Sulawesi Selatan ;Kota Makassar ",2017,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Timur ;Kota Bontang ",2017,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Timur ;Kota Probolinggo ",2017,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Bali ;Kota Denpasar ",2017,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Papua Barat ;Kab. Teluk Wondama ",2017,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Papua ;Kab. Supiori ",2017,1
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jawa Tengah ;Kab. Kebumen ",2017,3
"Aanvullen - FIKes - Fisioterapi S1",Perempuan,"Prop. Sumatera Utara ;Kab. Simalungun ",2017,1
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Berau ",2017,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sumatera Selatan ;Kab. Lahat ",2017,3
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Papua ;Kab. Jayawijaya",2017,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kab. Purwakarta ",2017,1
"Reguler - FST - Arsitektur S1",Laki-laki,"LUAR NEGERI;LUAR NEGERI",2017,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Barat ;Kab. Cianjur ",2017,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Tengah ;Kota Magelang ",2017,8
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pati ",2017,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Maluku Utara ;Kota Ternate ",2017,10
"Reguler - FIKes - Pendidikan Profesi Ners",Laki-laki,"Prop. Jawa Tengah ;Kab. Klaten ",2017,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Barat ;Kota Sukabumi ",2017,1
"Aanvullen - FIKes - Kebidanan D3",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Sleman ",2017,13
"Reguler - FIKes - Radiologi D3",Perempuan,"Tidak Ada;Tidak Ada",2017,4
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Timur ",2017,39
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Lampung ;Kab. Pringsewu ",2017,3
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Utara ",2017,3
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Bima ",2017,3
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Jambi ;Kota Jambi ",2017,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Timur ;Kab. Madiun ",2017,5
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kota Semarang ",2017,1
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Bengkulu ;Kota Bengkulu ",2017,1
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Selatan ;Kab. Gowa ",2017,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Maluku Utara ;Kab. halmahera Utara ",2017,3
